mac_type,layer_idx,value,count
output_proj,0,100,62507
output_proj,0,102,61359
output_proj,0,104,60333
output_proj,0,106,59140
output_proj,0,108,58536
output_proj,0,110,57079
output_proj,0,112,56445
output_proj,0,114,54946
output_proj,0,116,54080
output_proj,0,118,53147
output_proj,0,120,52502
output_proj,0,122,51623
output_proj,0,124,50443
output_proj,0,126,48928
output_proj,0,128,48292
output_proj,0,130,47016
output_proj,0,132,45658
output_proj,0,134,44471
output_proj,0,136,43387
output_proj,0,138,42630
output_proj,0,140,41473
output_proj,0,142,40111
output_proj,0,144,39196
output_proj,0,146,38486
output_proj,0,148,37144
output_proj,0,150,36386
output_proj,0,152,35074
output_proj,0,154,34107
output_proj,0,156,33278
output_proj,0,158,32644
output_proj,0,160,31636
output_proj,0,162,30162
output_proj,0,164,29428
output_proj,0,166,28690
output_proj,0,168,27503
output_proj,0,170,26847
output_proj,0,172,25638
output_proj,0,174,24819
output_proj,0,176,24317
output_proj,0,178,23203
output_proj,0,180,22563
output_proj,0,182,21708
output_proj,0,184,21005
output_proj,0,186,20475
output_proj,0,188,19897
output_proj,0,190,18890
output_proj,0,192,18413
output_proj,0,194,17567
output_proj,0,196,17213
output_proj,0,198,16180
output_proj,0,200,15898
output_proj,0,202,15039
output_proj,0,204,14701
output_proj,0,206,13990
output_proj,0,208,13582
output_proj,0,210,12939
output_proj,0,212,12833
output_proj,0,214,12204
output_proj,0,216,11751
output_proj,0,218,11280
output_proj,0,220,10726
output_proj,0,222,10261
output_proj,0,224,10032
output_proj,0,226,9636
output_proj,0,228,9284
output_proj,0,230,8788
output_proj,0,232,8535
output_proj,0,234,8155
output_proj,0,236,8308
output_proj,0,238,7760
output_proj,0,240,7653
output_proj,0,242,7194
output_proj,0,244,6927
output_proj,0,246,6713
output_proj,0,248,6532
output_proj,0,250,6214
output_proj,0,252,6031
output_proj,0,254,5933
output_proj,0,256,5494
output_proj,0,258,5300
output_proj,0,260,5141
output_proj,0,262,5012
output_proj,0,264,4878
output_proj,0,266,4722
output_proj,0,268,4493
output_proj,0,270,4361
output_proj,0,272,4189
output_proj,0,274,4026
output_proj,0,276,3743
output_proj,0,278,3572
output_proj,0,280,3648
output_proj,0,282,3326
output_proj,0,284,3280
output_proj,0,286,3186
output_proj,0,288,2922
output_proj,0,290,2939
output_proj,0,292,2791
output_proj,0,294,2612
output_proj,0,296,2547
output_proj,0,298,2447
output_proj,0,300,2358
output_proj,0,302,2306
output_proj,0,304,2234
output_proj,0,306,2259
output_proj,0,308,2069
output_proj,0,310,2014
output_proj,0,312,1935
output_proj,0,314,1776
output_proj,0,316,1718
output_proj,0,318,1645
output_proj,0,320,1596
output_proj,0,322,1506
output_proj,0,324,1410
output_proj,0,326,1297
output_proj,0,328,1300
output_proj,0,330,1198
output_proj,0,332,1124
output_proj,0,334,1058
output_proj,0,336,1040
output_proj,0,338,1010
output_proj,0,340,970
output_proj,0,342,899
output_proj,0,344,859
output_proj,0,346,793
output_proj,0,348,749
output_proj,0,350,722
output_proj,0,352,696
output_proj,0,354,649
output_proj,0,356,622
output_proj,0,358,569
output_proj,0,360,566
output_proj,0,362,496
output_proj,0,364,513
output_proj,0,366,492
output_proj,0,368,478
output_proj,0,370,476
output_proj,0,372,499
output_proj,0,374,438
output_proj,0,376,393
output_proj,0,378,377
output_proj,0,380,393
output_proj,0,382,378
output_proj,0,384,374
output_proj,0,386,354
output_proj,0,388,367
output_proj,0,390,354
output_proj,0,392,349
output_proj,0,394,323
output_proj,0,396,326
output_proj,0,398,331
output_proj,0,400,320
output_proj,0,402,326
output_proj,0,404,318
output_proj,0,406,309
output_proj,0,408,316
output_proj,0,410,356
output_proj,0,412,298
output_proj,0,414,299
output_proj,0,416,303
output_proj,0,418,307
output_proj,0,420,309
output_proj,0,422,347
output_proj,0,424,300
output_proj,0,426,286
output_proj,0,428,280
output_proj,0,430,253
output_proj,0,432,269
output_proj,0,434,295
output_proj,0,436,259
output_proj,0,438,279
output_proj,0,440,242
output_proj,0,442,271
output_proj,0,444,285
output_proj,0,446,291
output_proj,0,448,303
output_proj,0,450,252
